as_location,occurrences
"Figure 1 and Tables 1 and 4",2
"Table 1 and figure 2, Table 1",2
"Figures 1 and 2 and Table",2
"Text page 272",2
"Figure 2, Text page 1729",2
"Table IV; Figures 1 and 2",2
"Figure 6 and Supplemental Figure S1, S5",2
"Figures 1, S1 and S14",2
"Figures 3, 4, 5, 7",2
"Figure 1, 6, 7",2
"Tables S3 and S5",2
"Figures 4 and S5 and Table 3",2
"Figure 5, Table S4, PDB 6PCI",2
"Figure 1 and text p.47",2
"Tables 1, 3, Figures 4 and 5",2
"Supplementary Figures S3 and S10",2
"Figure 7 and Table 4",2
"Figures 6 and S13",2
"Figures 1, 2, 3 and 4, Tables 3 and 4",2
"Figures 4, S1, S9, Table S1 and PDB 7T4S",2
"Figures 2, 4, Supplementery Figure S3",2
"Table III and IV",2
"Figure 3, 4 and Supplementary Figure S5",2
"Figures 2 and 3 and Table 1 and Supplementary Figures 2 and 3",2
"Figures 2 and 3, text page 807",2
"Tables 1, 2, S2 and Figure 3",2
"Figure 4, Table S5 and PDB 6XDG",2
"Figures S4, 3",2
"Figure 2  and Table S4",2
"Figures 3 and S2 and Table S4",2
"Figure 1, S1 and Table S2",2
"Figures 1, 2, Supplemental Figure 2",2
"Figures 3, 4, 6, S5, Table S2, S3 and PDB 8HWT",2
"Figure 4, table 4",2
"Figures  S1 and S2",2
"Text p. 319",2
"Figures 1A and 4",2
"Table 1, Fig 3. and Fig 4.",2
"Tables III and VII",2
"TABLE II, Fig.4",2
"Figure 4 and text p.2569",2
"Figure 1D,E",2
"Figures 1 and 2, Text page 4565",2
"Table 1 and Figures S6 and S16",2
"Figures 7 and S3",2
"Figure 6, Tables S2 and S7",2
"Tables 1 and 3, Figures 1 and 2, Text p.628",2
"Figure 1, Text p 2140",2
"Figure 1C Figure 1E, 3, 4 and Supplementary Figure 2, 3B, 5B",2
"Text p. 175, Table 4",2
"Figure 3, Supplementary Table 3, and PDB 5W1K",2
"Figures 9, 10 and 11",2
"Text. p. 1304",2
"Figures 2B and S2 Figures 2C, S2 and S3",2
"Figures 1, 3 and table 5",2
Text.,2
"Figure 4, S3, Supplementary Tables 7, 8 and PDB 8WQW",2
"Figures 3, S3 and Table S4",2
"Figures 2B, 3, 4 and tables 1 and 2",2
"Tables 1, 2, and 3 and Figures 2, 3",2
"Figure 2 and Supplementary Figures 4 and 5",2
"Figure 12 and Table 6",2
"Figures 1, S2 and text p. 35",2
"Figure 1, Supplementary Table 1, Supplementary Figure 4 and PDB 7L1V",2
"Figure S4, Table S3 and PDB 7CHE",2
"Figures 3, 4, and 5 and Table 2",2
"Table 2 and Supplementary Figure 6",2
"Figures 2A,D, 3 and 4",2
"Figures 6, S3, and S8",2
"Figures 6, 7, S7",2
"Figure 1-3 and Table 2",2
"Tables 1 and 3 and Figure 1",2
"Figures 1, S2, S4, S6 and Table S1",2
"Figures 6, S4 and S5",2
"Table S4 and Figures 1, 3, 4, S3, S4",2
"Figures 7, E3",2
"Tables 2 and 4 and Figure 2",2
"Table I and text page 360",2
"Text page 102",2
"Figure 2, Table 2B",2
"Figures 3, 4 and Supplementary Figure S2",2
"Figures 3, 4, 5, and S1",2
"Supplementary Table S1 and Supplementary Figure S1",2
"Figures 5, S11, Table S3 and PDB 8HHX",2
"Figures 1, 3 and 5, Table 3",2
"Text page 593",2
"Figures 1, 2, and 3, Table 2",2
"Figures 3, 4, Supplementary Figures S2, S3, S4, Table S3 and PDB 7WOS",2
"Figure 1E, F, G, 3A",2
"Figure 7, Table 8",2
"Figures 6 and Supplementary Figures 4 and 5",2
"Figures 2, 4, 5, 8, S6, S11 and Table S4",2
"Figures 6, S9, and S11, Table S6, and PDB 8VWW",2
"Figures 1, 2 and Supplementary Figure 3",2
"Figures 3, 5, and 7, Tables II and III",2
"Figure 2, Sup Figures IV, V",2
"Figures 4, 5, Supplementary Figures 3, 4, Supplementary Table 7 and PDB 8W86",2
"Figures 1 and 4 and Tables 1 and 2",2
"Figures 3B, 4C",2
"Figure 6 and S2",2
"Tables 1, Figures 1 and 3",2
"Figure 4, Supplementary Figure S-4",2
"Figures 3, 4, and 5 and Table II",2
"Table 1 and Supplementary Figure 4",2
"Figure 2A and 4",2
"Text p. 240",2
"Figures 2, 4 and Tables 1 and 3",2
"Figures 1, S1 and S8",2
"Figures 2, 3 and 4, Table II",2
"Text, page 110",2
"Fig 8C and 6",2
"Table 3, Figure 2 and Table 1",2
"Figure 5 Figure 2",2
"Figures 1, 4, 5, and 8, Table 1",2
"Tables S2 and Figure S8",2
"Figure 1B Figure 2",2
"Figures 3, 4, and 7",2
"Figures 2 and S2 and Supplementary Table 2",2
"Figure 3 and Supplementary Figure 10",2
"Figures 1, 2, 3, 4, Tables 1, 2, supplementary Figure 2, supplementary Tables 1, 2 and PDB 3CVH",2
"Figures 2, 5, 6, Table 3",2
"Figures 5, S1, S2, Supplementary Table 2 and PDB 8ZHO",2
"Figures 4 and 5, Tables 2",2
"Figure 2 and Table III",2
"Figures 4, S4 and Table 1",2
"Text page 1526",2
"Figures 12",2
"Tables I, II, II, Figure 1",2
"Table 1, Figure 3, 5",2
"Table 2 and Figures 1 to 3.",2
"Figures 4, 5, S8, S9, S10, S11 and Tables 1 and S2",2
"Figure 1,6",2
"Figure 1a, b",2
"Figure 3 and Table V",2
"Table IV, Table VI",2
"Figures 4, 6, and S8",2
"Table S2 and PDB 6CUF",2
"Figure 3, S3, Table S1",2
"text page 12449",2
"Table 1and figure 1",2
"Figure 1, Supplemental Figure 1",2
"Figure 2 and table I",2
"Figures 1 and 6, Table 2",2
"Figures 4, 5, and 6, Tables 1, 3, and 5",2
"Figure 2, S2",2
"Tables 3, 4, Supplementary Tables 1 and 2",2
"Tables 2, 4, 5 and 6",2
"Figures 3, S2, S3",2
"Text p 1339",2
"Figures 1, 2, 3, and 4 and Tables I and II",2
"Figures 2A and 3A",2
"Figure 1 and Results page 160",2
"Figure 3, text p. 205",2
"Tables 3, S2, S3, and S9",2
"Table 1, Figures 8, 9, 10, PDB 6U52",2
"Figures 3 and Table S3",2
"Figure 1F, 3A",2
"Figures 1, 3, 4, and S6",2
"Figures 3, S12, Table S2, and PDB 8IVA",2
"Table 1, 2, 3",2
"Table 1 and  figure 3",2
"Table S3, Figure S3 and S4",2
"Figures 4, S9, S11, and S15, Table S1, and PDB 8R9Y",2
"Figures 1, 4, S1, S2, S5, S7, S8, Table S2 and PDB 8A1E",2
"Figures 1 and 2 and Supplementary Material Figure S2",2
"Figures 7, 8, Table 2, S4 and S5",2
"Tables 2, 4 and 5, Figures 1, 2 and 3",2
"Figure 2 and Figure 5",2
"Figures 1 and 2 and Supplementary Figure 4",2
"Figures 2, 4, 5 and 6",2
"Figures 1, 3, S1, S2, S8 and S9",2
"Figure 1, Supplementary Figure 3, Table 1 and PDB 6CH8",2
"FIgure 4a",2
"Figures 1, 2, 3 and 6",2
"Figure S2, S6, Table S2 and PDB 6UI1",2
"Table 4 Figure 5",2
"Figure 6 and Table III",2
"Figures 1, 2, 5, 6 and Tables 1, 2 and 3",2
"Figure 1 and Text page 4",2
"Figure 5, Supplementary Figure S5, Supplementary Table S1, and PDB 8HPV",2
"Figure 1, Supplementary Figures 2, 3, Supplementary Table 1 and PDB 6HHU",2
"Figure 7, supplementary figure S6",2
"Figure S21",2
"Figure 3 and Suppplementary Table 1",2
"Table 1, Figure 1, 2, 7, Table 2, 3",2
"Supplementary Figure 1, Figure 1",2
"Figure 1, 2, Table 1",2
"page 290",2
"Figure 5, Figure 6",2
"Figure 3, Table 1, and Supplementary Figure 6",2
"Figure 1e and Supplementary Figure 1",2
"Figures 1, 2, E1",2
"Supplementary Figure 9, Supplementary Table 3 and PDB 7ME7",2
"Figures 3, 5, Table 1",2
"Figures 3, 4, 7, 8 and 9, Table 2",2
"Figure 1, Tables I and II",2
"Figures 2, 3, and Extended Data Figure 2",2
"Figure 6, Tables II and III",2
"Supplemental Figures S1, S2 and S3",2
"Table 4 and Figure 3 and Supplementary Figure 2",2
"Text page 837",2
"Text page 315",2
"Page 214",2
"Figure 5, Supplementary Figure S6, Supplementary Table S1, and PDB 8HP9",2
"Text p.255",2
"Figures 1, 2, Supplementary Figures 2, 3",2
"Table 1, Figure S6",2
"Figures 1, 5 and Table S2",2
"Figure 2, 3, Table III",2
"Text p 87",2
"Table 3 and Figure 8",2
"Figure 6, Tables S1 and S4",2
"Figure 4 and Supplementary Figures 2 and 3",2
"Figures 5, S3",2
"Figure 1, S1 and Table S1",2
"Figures 3, 4 and PDB 7KDE",2
"Figure 3 and Supplementary Figure S3",2
"Figure 3, Tables 1, 3",2
"Figure 1d, suppl figure 5d",2
"Figures 2, 3, 4, and 6, Table 1",2
"Extended Data Figures 1 and 2",2
"Figures 1, 2, 6, S2, S3 and S9",2
"Figure 2, 3, 4, and 5",2
"Figure 5G",2
"Supplementary Figures 5, 14, Supplementary Table 2 and PDB 6K42",2
"Figure 6, S8 and S10",2
"Figure 4B, Table II, Figure 7",2
"S4 File, S2 File, Table 2, Figure 2",2
"Text page 870",2
"Figures 2, 3, and 5 and Table 1",2
"Figures 1, 7 and 8",2
"Table 2, figures 5 and 6",2
"Figures 3, 5, Supplementary Figure 9 and Supplementary Table 1",2
"Supplementary Figure 3 and Supplementary Table 2",2
"Tables II, III, Figure 2",2
"Table S2 and Figure S3",2
"Figure 3, Table 1 and PDB 6GKD",2
"Figure 2 and 7",2
"Figure 2 and 9",2
"Table 1, Figures 1 to 4",2
"Figure 4 and extended Data Figure 8",2
"Figure 1, Figure 1-supplements, Table 1 and PDB 6WW2",2
"Figures 2 and S2 and Table 1",2
"Results page 77, Results (pg. 77)",2
"Figures 1, S2, Table S1 and PDB 8EPA",2
"Figures 5, S7, S8, Table S3 and PDB 7FBI",2
"Figures 2, 4 and Supplementary Figure 1",2
"Figures 5, 6 and Supplemental Figure 4",2
"Figure 1, 3 and Supplementary Figure 2",2
"Figures 2, 3, 4, S1, S5, and S6 and Tables 1 and 2",2
"Figure 4, Figure 4 Supplement 1 and 2, Supplementary Table 1, and PDB 8DBZ",2
"Figure 1c-g, 4, 5",2
"Figures S7, S8, Tables S5, S6 and PDB 7XCZ",2
"Figures 4, 5, 7, and 8",2
"Table 1 and PDB 1JTP",2
"Table 6,Table 7",2
"Results page 315",2
"Text p 527",2
"Figure 1, Table 1 and PDB 1DBM",2
"Tables I, II, III, and Figure 1",2
"Figures 1, S1, S4, and S5 and Table 1",2
"Figure S3, Figures 1, S1, and S4",2
"Text page 4937",2
"Figure 3, Supplementary Figures 1, 2, Supplementary Table 2 and PDB 5KEM",2
"Figure 3, Supplementary Figure 14, 15, 17 and 18",2
"Text page 245, Figure 2 and Table 2",2
"Figures 5, S12, S13, Table, S2, S3, S5 and PDB 7YVO",2
"Figures 3B and 4C",2
"Figure 7-figure supplement 1",2
"Figure S1, Table S1 and PDB 6UYG",2
"Figure 4, Extended Data Figure 5, Extended Data Table 2 and PDB 7R6W",2
"Supplementary Figure 4, Supplementary Table 3",2
"Table IIII",2
"Figures 2, 3, 4 and Table II",2
"Table 3, results page 12",2
"Figures 3, and 4",2
"Figure 1, Supplementary Figures S1, S6",2
"Figures 3, S2, S3, S5, Table S1 and PDB 8VYM",2
"Figure 7 and Supplementary Figures 10 and 11",2
"Figures 3 and S7",2
"Tables 3 and S5",2
"Table S1B and PDB 5V7J",2
"Figures 3, 4, S5, S6 and PDB 7WHJ",2
"Table 1 and Figure 3C",2
"Figure 4, Table S1 and PDB 7NX8",2
"Figures 2, 3, 5 and 6",2
"Figure 1A, 2 and Supplemental Figure S1",2
"Suppl figure 7",2
"Results page 1942",2
"Figures 2 and 6, Table S2",2
"Figure 3, Supplementary Figure 3 and Supplementary Table 2",2
"Figures 4, 6, 7 and 8",2
"Figures 6, S9, and S10",2
"Figure 7 and Supplementary Tables 1, 11 and 12",2
"Page 3480 (text)",2
"Text p.463",2
"Tables 3, S3, S4, S5, S6, S7, S8, S9 and Figures 3, 4, 5, 6, Supplementary Figures S3, S4",2
"Table II and Figures 2, 3, 4, 5, and 6 and Supplementary Figure 2",2
"Figure 7, Supplement Figures 6 and 7, Supplement Table 1, and PDB 8TCO",2
"Text page 177 and Figure S1A",2
"Figure 3D and S3",2
"Tables 1 and 2, Figure 7",2
"Figure 8 and Supporting Information Figure S7",2
"Text page 572",2
"Figures 1, 2, 3, 4 and 5, Table II",2
"Supplementary data, Figures 3 and 4",2
"Figures 1, 3 and 4, Table 1",2
"Figure 1a and 4b",2
"Text page 230",2
"Figures 2, S2, Table S2 and PDB 7LY2",2
"Figure S5, Table S2 and PDB 6XC7",2
"Fig.3A, 3B",2
"Tables 1, 2, 4, figures 2, 3",2
"Figures 5, S6 and Table S1",2
"Figures 2, 3, 4 and Table I",2
"Figures 1, 3, and S8",2
"Text page 475, Figure 1",2
"Figures 3, S1",2
"Figures 3, S7, S8 and text page 1099",2
"Figure 2, Figure S11, Table S4",2
"Figure 3A and Supplemental Figure 4",2
"Figures 1, and 2",2
"Figure 1, Table S3 and PDB 6IAP",2
"Table III, Figure 1",2
"Figure S1 and S11",2
"Figures 4, 5, 6, S8, S10, S13 and S14",2
"Figures 3 and 4 and Supplemental Figure 2",2
"Figures 1, S2, S7 and text page 2",2
"S3 Fig",2
"Text page 1870",2
"Figure 1, S2, S3 and Table S1",2
"Figure 1 and Dataset EV1",2
"Figures 4, S7, Tables S4, S8, S9, S10 and PDB 6D11",2
"Figure 3, Supplementary Figure S2, S3",2
"Figure 4 and text page 2878",2
"Figure 1, Table S2, Table 1",2
"Figure 1,2,3A",2
"Figure 1, Table 1 and Table S4",2
"Text p. 1518-1519",2
"Table 1 and Figrue 6",2
"Figures 2, 5 and S5",2
"Figures 4, 6, 7, Tables 1 and 2",2
"Supplementary Figures S5 and S10",2
"Figures 1, 2, 3, 4, 5, 6 and 7",2
"Figures 1, 3, S1 and S6",2
"Table S1 and Figure S7",2
"Text P. 999 and Figure 4 and Table 3",2
"Figure 2, Tables 1-3",2
"Tables I, II, and III",2
"Table 2 and Figures 1-3",2
"Table amd Figure 1",2
"Figures 2, 4, 6, and Table 2",2
"Text p. 512",2
"Figures 1, 2, 3, 4, 5, supplemental figures 1,2, 3, 4",2
"Figures 3, 4, Supplementary Figure 3 and text page 5",2
"Figures 6, 7, S2",2
"Figures 1 and 3, table 1",2
"Text page 538",2
"Figures 1, 4 and Table 3",2
"Figures 7 and S6, Table S2 and PDB 7QNW",2
"Tables 2 and 5, Figure 2",2
"Figures 2, S11 and S13",2
"Figures 6 and S12",2
"Figures 2, 3, 4, Tables 1, S1 and PDB 3UBX",2
"Tables 1 and 3, Table 1",2
"Tables 1, 2 , S1, Figure 3, SF2",2
"Figures 2, 6, and S5",2
"Figure 3 Figure 6",2
"Figures 3, 4, and S1, Table S1",2
"Figures 1 and 3, Table II",2
"Text Page 34",2
"Figures 2-8",2
"Figures 3, 5, 6 and 7",2
"Figures 1, 4, and Supplementary Figure 1",2
"Figures 1, 2, 3, and S4 and Tables S4 and S5",2
"Text page 608 and Figure 4",2
"Figures 3, 5, 7",2
"Figure 5 and S8",2
"Figure 3, Supplementary Figure S2 and Supplementary Table 1",2
"Figures 1, 5, 7 and 8",2
"Table I and Figure 4",2
"Figure S3 and Table S4",2
"Figure 1 and Supporting Figure 6",2
"Figures 2D and 3D",2
"Table S5, S7, Figures 3, 4",2
"Figures1 and 4",2
"Figrues 4 and 5, Table 2",2
"Figure 3, Supplementary Table 6 and PDB 8Q94",2
"Text page 5533",2
"Figure 2A, 2C",2
"Figure 5, Supplementary Table 4 and PDB 6MU8",2
"Text page 4644",2
"Text Page 75",2
"Figure 2, Table S4",2
"Figures 4, S4, and S5",2
"Figure S2, Table S1 and PDB 7X1T",2
"Figures 4 and 5, Text page 160",2
"Figures 3A, 5 and Supplementary Fig 3.",2
"Figures 2, 3 and 4 and Table 1",2
"Tables 1 and S1",2
"Figure 4, 5, 6, 7, Tables 2 and 3",2
"Figures 1, 2, 3, 4, S1",2
"Figures 3, 4, 5, and 10",2
"Figure 4 and text page 7993",2
"Figures 2, S1, S2 and Table S1",2
"Figure 5, S3, Table S2 and PDB 7LQ7",2
"Figures 1, 2 and S12",2
"Text p. 150",2
"Results text page 509",2
"Figure 3D, 4",2
"Figure 4F,G and Supplemental Fig. 11B",2
"Figure 9C",2
"Figures 1A and 2D",2
"S1B Fig, S1C Fig, Fig 4",2
"Figure 4 and Supplementary Data 4",2
"Results page 362",2
"Tables 2, 3, 4, 5, and 6, Figures 1 and 2",2
"Text page 523",2
"Results page 1271",2
"Figures 3, 6, Supplementary Figures 3, 4",2
"S1 Text Table A, Figure S2",2
"Figures 2, 3, 4 and Table III",2
"Figure 1 and Supplementary Figures 1, 4 and 7",2
"Figures 1 and 7, Supplementary Figures 3, 11, 12, and 16, and Supplementary Table 8",2
"Figures 1, 2, 3, 4, and Supplementary Figure S1",2
"Tables II, III, and Figures 2, 3, 4, 5",2
"Figure 1F, G, H",2
"Figures 3, S7 and Table 3",2
"Text p.11693",2
"Figure 5 and Supplementary Table 4",2
"Figures 1, 2, and 5, Table II",2
"Figure S6 and Data S2",2
"Figures 1, 2, and 3 and Table 3",2
"Figures 1, 5, S1, S4 and S5",2
"Figure S6 and Table S4",2
"Figure 3, 4 and 5",2
"Figures S5, 2, 3,  Table S2",2
"Text page 225, Table",2
"Figures 2, 7 and S2",2
"Figure 1, Figure 1, Figure 2",2
"Table III, Figures 5 and 6",2
"Figure 3, Table 1 and PDB 6GK4",2
"Figure 6, Extended Data Table 3, and PDB 7TR4",2
"Table 2, Figures 1 , 2 and 4",2
"Figure 7 and Supplementary Table S1",2
"Figures 1, 3 and S2",2
"Figures 4A,B, 5, Table 1",2
"Text p.54-55",2
"Figures 2, Supplementary Figures 3",2
"Extended data Figures 5 and 6",2
"Text page 170",2
"Figures 4, S4, and S5, Table S2, and PDB 8YWW",2
"Figures 1, 2H, and S1",2
"Tables 1, 2, 3, 4 and Figure 2",2
"Figures 1, 2, Table 4",2
"Figure 6, Table 4",2
"Tables IV, V, Supplementary Table 1",2
"Text p.359",2
"Figure 5. B.",2
"Supplementary Table 3 and PDB 5U7M",2
"Figure 9 and Supplementary Figure 5",2
"Figure 2.",2
"Figure 3 and Supplementary Figures 7, 8 and 9",2
"Figures 1, 2, 3,  5 and 6",2
"Text, page 0011.",2
"Figure 3, 5 and S4",2
"Figure 7 and Supplemental Figure 3",2
"Figures 3c and 4",2
"Figure 1 and Text page 984",2
"Text p. 13",2
"Figures 2, 3, 4 and table 1, Figures 3 and 4",2
"Text p 116",2
"Tables II,  IV and V",2
"Figures 2, 7, and 8",2
"Tables S4, S6, S7",2
"Figures 5, S3, and S5",2
"Figures 1 to 3",2
"Figure 5, Supplemental Figure S2 and Table 2",2
"Table 1 and Supplementary Figure S1",2
"Figure 4 Figures 6, 7",2
"Figure 7 and text",2
"Figure 3, Table 3, Supplementary Table 1, and PDB 8TZU",2
"Figures 3, 4, Supplementary Figures S2, S3, S4, Table S3 and PDB 7WOW",2
"Figures 3, S2, Tables S4, S5 and PDB 7MZK",2
"Figure 3A,B and 4",2
"Figures 1, 2, 3, 4, and S2, and Table S1",2
"Figures 2, 3, 4, 5, 6, 8 and Figure S3",2
"Text page 582",2
"Figure 3, Supplementary Table 4 and PDB 6MTN",2
"Figures S9 and S13 and Table S6",2
"Figures 3, 6, S9 and Tables S2, S3 Figures 4, S9 and Table S3",2
"Table 2, Figure 2, Supplementary figure 1, Supplementary table 3",2
"Figure 3, Table 1 and PDB 6GJS",2
"Figure 2, Supl Fig 6",2
"Text p 674",2
"Figures 1 and 2 Text page 459.",2
"Figures 4, 5, Supplementary Figures 3, 4, Supplementary Table 7 and PDB 8W84",2
"Tables I and II, Figures 2 and 3",2
"Figure 5 and Text p. 635",2
"Figures 3, 7",2
"Figures 6, S6, Table S1 and PDB 7LBG",2
"Table 2, Figure S4, Table 1",2
"Figures 2A,C",2
"Figures 5, S6",2
"Table 2 and Figures 1, 5, 6",2
"Text page 98",2
"Figure 3, Tables S1, S3",2
"Table 1, Figures 8, 9, 10, PDB 6U51",2
"Figures 2, 5, S1, S6 and Table S3",2
"Figures 6, 7, 8, and 9",2
"Text p 141",2
"Text page 75",2
"Figures 1, 2 and Tables 1 and  2",2
"Figure 3B and Table 1 Figure 3C",2
"Figures 2, 3, 4, 5a",2
"Figures 3, 4, 5, 6, and 7 and Table 3",2
"Figures 4, 5 and Table 3",2
"Text page 263",2
"Figures 1, 2, 3, and 4 and Tables 2 and 4.",2
"Figures 2, 3, Supplementary Figure S6, Supplementary Tables 2, 3 andPDB 3NS6",2
"Figure 8D",2
"Figures 1, 3, 7, S1, S2, and S3",2
"Figure 1 and Supplementary Tables 2 and 5",2
"Figures 1, 2, 5, 6, S2, S3 and S9",2
"Tables 1, 3, Figure 1",2
"Table 3, Figure 4 and PDB 5BV7",2
"Figures 1 and 3 and Supplementary Figure 3",2
"Figure 4, Extended Data Figure 4, Supplementary Table 3 and PDB 6PLH",2
"Figures 3 to 5, Table 1",2
"Figures 5, 6 and Table S1",2
"Figures 1, 4, 5 and 6",2
"Figures 3, S5 and Table S9",2
"Figures 1, 2, S4 and Table S2",2
"Figures 2, 4, and S6",2
"Figures 2, 3, and 5, Table 1",2
"Table III Text p. 189",2
"Figure 6, S4, Table S3 and PDB 7CHC",2
"Figures 2, 3, 4, 5, Text p.993, and Table 1",2
"Figure 3 and Supplemental Figures S6 and S10",2
"Figure 5B,C",2
"Figures 5, S9, S10, S11, S12, S13, Table S4 and PDB 7TPR",2
"Figure 3 and Supporting Information Figure S3",2
"Figure 3 and Supplemental Figure 7",2
"Figures 1 and S3 and Table S1",2
"Figures 2, 4, Table 1 and PDB 5UM8",2
"Figures 1, 2 and 4 and Table 1",2
"Table 4, Figure 6",2
"Figures 4 and 5, Tables 2 and 4",2
"Figures 4, 5, S3, Table S3 and PDB 6XP6",2
"Tables 1, 2, and S1, Figure S1",2
"Supporting Information Figure 6",2
"Figure 4, Table 4, Table S1",2
"Additional file 4",2
"Figures 4, 5, S1, and S2",2
Abstract,2
"Figures 2, 3, S2 and S4",2
"Figures 1, 2, and 3 and Tables I, II, and III",2
"Figures 2, S3, S7 and Table S5",2
"Table S4 and Figures 3, 4, S3, S4",2
"Figures 5, 6 and Table 3",2
"Figures 1 and S1 Figure S4",2
"Figures 2, S3, S4, Table S2, and PDB 8IV5",2
"Supplementary Figure 2 and Figure 3",2
"Text P. 7844",2
"Figures 4, S10, S11, and S15, Table S1, and PDB 8R9Z",2
"Figure 2 and Supplementary Material Figure S2",2
"Figures 3, 4, 5, and 9, Table 1",2
"Figures 4, 5 and Table 1 and 2",2
"Text p36",2
"Text page 2032",2
"Table IV and Figure 1",2
"Figures 1, 2, 3, 5, and 7d",2
"Supplementary Figures 2 and 5",2
"Figure 4, Supplementary Figures S3, S4, S5",2
"Figure 1, 2D",2
"Figures 4, 6 and Supplementary Table 5",2
"Tables 1, 3, and 4, Figures 3 and 4",2
"Figure S2 and S5",2
"Figures 1, 3,Supplementary Table 1, and Figure 3 Supplemental 1",2
"Figures 1, 4, Table 2, Supplemental Tables 1, 2, 3, 4, 5 and PDB 2DQF",2
"Figure 3, Figure 1, Table 1",2
"Figures 1, 3, and 4 and Tables 1, 2 and 3",2
"Tables 1-5",2
"Figures 5 and S4 and Movie 1",2
"Figure 3 and Supplemental Table S2",2
"Table 1, Figures 6, 7",2
"Figure 2, 3, Supplementary Data File 1",2
"Table S2 and Figure S7",2
"Figures 4, 5, 6, and S6",2
"Figures S5 and S6",2
"Figure 2, table 1",2
"Tables 2, 3, Figures 2, 4",2
"Figure 5, 6, 7",2
"Figure 4, Table 1 and PDB 7AQG",2
"Table 2, Figure 1, Supplementary Figures 1, 5, Supplementary Table 3 and PDB 4O5I",2
"Table 1 and Figures S3 and S4",2
"Figure 4, Text page 1483",2
"Figures 2, S1, S2 and Table 2",2
"Figures 2, 3, and 4 and Tables 2 and 5",2
"Figure 8, Supplementary Figure 11",2
"Figure 5, Table S3",2
"Supplementary Figure 2 and Figure 1",2
"Figures 4, 2, and 3",2
"Figures 1, S2 Tables S1, S3 and PDB 3GJF",2
"Figures 3 and 6, Table 2",2
"Tables I, III, Figures 5 and 6",2
"Figure 1b and 4a",2
"Figure 4, Extended Data Table 2 and PDB 7R6X",2
"Figures 5, 6, 8 and S9",2
"Figures 3 and 5 and Table S2",2
"Figures 4 and S14",2
"Figures 3, 4, S16 and S18",2
"Figures 1B,C",2
"Figure 3a and Table 3",2
"Figures 5 and 6, Figure 5",2
"Figure 5 and Supplemental Figure 7",2
"Table 1 and  Figure 3",2
"Figure 4, S5 and Table S1",2
"Figure 2, Figure 3, Table 2",2
"Figures 3, 4, Supplementary Figure 1, Supplementary Tables III, IV and PDB 3IXX",2
"Figure 8, Table S4 and PDB 4UTF",2
"Figures 3, 4, 6, 7 and 8",2
"Figures 5, S5 and S6",2
"Results 2.1",2
"TABLE 1, TABLE 2",2
"Supplementary Figure 1 and 11",2
"Text p.140",2
"Supplementary Figures 2, 3",2
"Text p. 841 and Figure S1",2
"Figures 1, 6 and Supplementary Figure 4",2
"Figures 5A and 5C",2
"Figures 3D, 5 and S3",2
"Figures 1, 2, S1, S3, Table S1 and PDB 6CM3 (v1.1)",2
"Figure 1, Table S1 and PDB 6OPA",2
"Figures 1, 2, 3, text page 355",2
"Figures 1, 2, 5 and Supplementary Tables 1, 3, and Figures 3 and 6",2
"Figures 2, S2 and Table S6",2
"Text Page 73",2
"Figure 2, S4 and Table S2",2
"Results 2.5",2
"Figure 2B, C",2
"Table 1, Figure 3, Table 1",2
"Figures 3, EV2, S1, Table S2 and PDB 7P78",2
"Figures 1, 2, 3, Supplementary Figure 1",2
"Figure 6 A",2
"Figure 2, Supplementary Figure 2 and Supplementary Tables 1 and 2",2
"Figures 4b and 5",2
"Figures 1, 4, 5, and 6",2
"Figure 3 and Supplementary Figure 12",2
"Figure 2, Supplementary Table 1, and PDB 8OPR",2
"Figures 1b, 2c and Table I",2
"Figures 2, 3, 4, Table I",2
"Table I and Figures 1 and 2",2
