before_char_normalization	en-dash	em-dash	plus-minus	strip_whitespace	remove_multi_whitespace	convert_to_ascii	lowercase	after_char_normalization	index
5 to 6 weeks	N	N	N	N	N	N	N	5 to 6 weeks	6084
18-35	N	N	N	N	N	N	N	18-35	6085
6-14 years	N	N	N	N	N	N	N	6-14 years	6086
adult	N	N	N	N	N	N	N	adult	6087
18 months	N	N	N	N	N	N	N	18 months	6088
mean age = 30.4 years	N	N	N	N	N	N	N	mean age = 30.4 years	6089
2-19 years	N	N	N	N	N	N	N	2-19 years	6090
8-31 weeks	N	N	N	N	N	N	N	8-31 weeks	6091
3-4 months	N	N	N	N	N	N	N	3-4 months	6092
19-83 years	N	N	N	N	N	N	N	19-83 years	6093
11-12 weeks	N	N	N	N	N	N	N	11-12 weeks	6094
0.8-18.7 years	N	N	N	N	N	N	N	0.8-18.7 years	6095
52.7 +/- 10 years	N	N	N	N	N	N	N	52.7 +/- 10 years	6096
32-72 years	N	N	N	N	N	N	N	32-72 years	6097
48 +/- 12 years	N	N	N	N	N	N	N	48 +/- 12 years	6098
24-54 years	N	N	N	N	N	N	N	24-54 years	6099
2-11 years	N	N	N	N	N	N	N	2-11 years	6100
2.5-22 years	N	N	N	N	N	N	N	2.5-22 years	6101
6 to 8 weeks	N	N	N	N	N	N	N	6 to 8 weeks	6102
22 to 31 years	N	N	N	N	N	N	N	22 to 31 years	6103
23-71 years	N	N	N	N	N	N	N	23-71 years	6104
66.6 +/- 7.4 years	N	N	N	N	N	N	N	66.6 +/- 7.4 years	6105
18-63 years	N	N	N	N	N	N	N	18-63 years	6106
6-8 weeks	N	N	N	N	N	N	N	6-8 weeks	6107
14-68 years	N	N	N	N	N	N	N	14-68 years	6108
15-86 years	N	N	N	N	N	N	N	15-86 years	6109
> 12 weeks	N	N	N	N	N	N	N	> 12 weeks	6110
8 to 12 weeks	N	N	N	N	N	N	N	8 to 12 weeks	6111
9 to 12 weeks	N	N	N	N	N	N	N	9 to 12 weeks	6112
> 1.5 years	N	N	N	N	N	N	N	> 1.5 years	6113
> 4 years	N	N	N	N	N	N	N	> 4 years	6114
21 to 86 years	N	N	N	N	N	N	N	21 to 86 years	6115
3 to 14 years	N	N	N	N	N	N	N	3 to 14 years	6116
20-59 years	N	N	N	N	N	N	N	20-59 years	6117
31.63 +/- 1.37 years	N	N	N	N	N	N	N	31.63 +/- 1.37 years	6118
36.1 years (mean)	N	N	N	N	N	N	N	36.1 years (mean)	6119
55 ± 27 years	N	N	Y	N	N	N	N	55 +/- 27 years	6120
24.92 +/- 0.84	N	N	N	N	N	N	N	24.92 +/- 0.84	6121
NULL	N	N	N	N	N	N	Y	null	6122
8- to 10-week-old	N	N	N	N	N	N	N	8- to 10-week-old	6123
3 years	N	N	N	N	N	N	N	3 years	6124
<6 months	N	N	N	N	N	N	N	<6 months	6125
NULL	N	N	N	N	N	N	Y	null	6126
5 weeks.	N	N	N	N	N	N	N	5 weeks.	6127
mean age = 46 years	N	N	N	N	N	N	N	mean age = 46 years	6128
43.62 +/- 1.07 years	N	N	N	N	N	N	N	43.62 +/- 1.07 years	6129
young	N	N	N	N	N	N	N	young	6130
100 day fetus	N	N	N	N	N	N	N	100 day fetus	6131
4-6 weeks	N	N	N	N	N	N	N	4-6 weeks	6132
23 to 27 weeks	N	N	N	N	N	N	N	23 to 27 weeks	6133
23 to 27 weeks	N	N	N	N	N	N	N	23 to 27 weeks	6134
35 to 65 years	N	N	N	N	N	N	N	35 to 65 years	6135
9 weeks	N	N	N	N	N	N	N	9 weeks	6136
12-14 weeks old	N	N	N	N	N	N	N	12-14 weeks old	6137
4 weeks	N	N	N	N	N	N	N	4 weeks	6138
NULL	N	N	N	N	N	N	Y	null	6139
24-75 years	N	N	N	N	N	N	N	24-75 years	6140
7-9 weeks	N	N	N	N	N	N	N	7-9 weeks	6141
26 weeks	N	N	N	N	N	N	N	26 weeks	6142
NULL	N	N	N	N	N	N	Y	null	6143
< 30 years	N	N	N	N	N	N	N	< 30 years	6144
2 to 65 years	N	N	N	N	N	N	N	2 to 65 years	6145
30-52 years	N	N	N	N	N	N	N	30-52 years	6146
NULL	N	N	N	N	N	N	Y	null	6147
Adult	N	N	N	N	N	N	Y	adult	6148
18–55 years	Y	N	N	N	N	N	N	18-55 years	6149
NULL	N	N	N	N	N	N	Y	null	6150
16-77 years	N	N	N	N	N	N	N	16-77 years	6151
48 ± 8 years	N	N	Y	N	N	N	N	48 +/- 8 years	6152
51.4 +/- 18 years	N	N	N	N	N	N	N	51.4 +/- 18 years	6153
29 +/- 9 days	N	N	N	N	N	N	N	29 +/- 9 days	6154
3 to 4 months	N	N	N	N	N	N	N	3 to 4 months	6155
2-49 years	N	N	N	N	N	N	N	2-49 years	6156
20 to 34 years	N	N	N	N	N	N	N	20 to 34 years	6157
6-10 weeks	N	N	N	N	N	N	N	6-10 weeks	6158
6-7 weeks	N	N	N	N	N	N	N	6-7 weeks	6159
Mean age of 54. 04	N	N	N	N	N	N	Y	mean age of 54. 04	6160
6 weeks	N	N	N	N	N	N	N	6 weeks	6161
22 to 34 years	N	N	N	N	N	N	N	22 to 34 years	6162
7.5 months	N	N	N	N	N	N	N	7.5 months	6163
10-15 years	N	N	N	N	N	N	N	10-15 years	6164
6-7 weeks	N	N	N	N	N	N	N	6-7 weeks	6165
> 2 months	N	N	N	N	N	N	N	> 2 months	6166
72.5±5.2 years	N	N	Y	N	N	N	N	72.5+/-5.2 years	6167
72.3±6.7 years	N	N	Y	N	N	N	N	72.3+/-6.7 years	6168
mean age = 38.6 years	N	N	N	N	N	N	N	mean age = 38.6 years	6169
5-59 years old	N	N	N	N	N	N	N	5-59 years old	6170
6–8weeks old	Y	N	N	N	N	N	N	6-8weeks old	6171
10 weeks	N	N	N	N	N	N	N	10 weeks	6172
32-68 years old	N	N	N	N	N	N	N	32-68 years old	6173
>55 years	N	N	N	N	N	N	N	>55 years	6174
5-6 weeks old	N	N	N	N	N	N	N	5-6 weeks old	6175
NULL	N	N	N	N	N	N	Y	null	6176
4 weeks	N	N	N	N	N	N	N	4 weeks	6177
36.47 +/- 12.46 years	N	N	N	N	N	N	N	36.47 +/- 12.46 years	6178
40.15 +/- 8.8 years	N	N	N	N	N	N	N	40.15 +/- 8.8 years	6179
Infants and adults	N	N	N	N	N	N	Y	infants and adults	6180
2 weeks	N	N	N	N	N	N	N	2 weeks	6181
5 weeks	N	N	N	N	N	N	N	5 weeks	6182
4 months	N	N	N	N	N	N	N	4 months	6183
10-62 years	N	N	N	N	N	N	N	10-62 years	6184
4 to 6 weeks	N	N	N	N	N	N	N	4 to 6 weeks	6185
53 +/- 11 years	N	N	N	N	N	N	N	53 +/- 11 years	6186
21-85 years	N	N	N	N	N	N	N	21-85 years	6187
mean age=53.7 years	N	N	N	N	N	N	N	mean age=53.7 years	6188
16-22 years	N	N	N	N	N	N	N	16-22 years	6189
5-10 weeks	N	N	N	N	N	N	N	5-10 weeks	6190
2 weeks	N	N	N	N	N	N	N	2 weeks	6191
17-50 years	N	N	N	N	N	N	N	17-50 years	6192
NULL	N	N	N	N	N	N	Y	null	6193
6 weeks	N	N	N	N	N	N	N	6 weeks	6194
NULL	N	N	N	N	N	N	Y	null	6195
4-8 years	N	N	N	N	N	N	N	4-8 years	6196
16 weeks	N	N	N	N	N	N	N	16 weeks	6197
8 - 10 weeks	N	N	N	N	N	N	N	8 - 10 weeks	6198
11-78 years	N	N	N	N	N	N	N	11-78 years	6199
57-59	N	N	N	N	N	N	N	57-59	6200
23-66	N	N	N	N	N	N	N	23-66	6201
26-48	N	N	N	N	N	N	N	26-48	6202
19-66	N	N	N	N	N	N	N	19-66	6203
40-42	N	N	N	N	N	N	N	40-42	6204
44-47	N	N	N	N	N	N	N	44-47	6205
63-64	N	N	N	N	N	N	N	63-64	6206
31-32	N	N	N	N	N	N	N	31-32	6207
3-25 years	N	N	N	N	N	N	N	3-25 years	6208
8 weeks	N	N	N	N	N	N	N	8 weeks	6209
6 months	N	N	N	N	N	N	N	6 months	6210
17-73 years	N	N	N	N	N	N	N	17-73 years	6211
6-40 years	N	N	N	N	N	N	N	6-40 years	6212
4 weeks	N	N	N	N	N	N	N	4 weeks	6213
18-28 years old	N	N	N	N	N	N	N	18-28 years old	6214
18-41 years old	N	N	N	N	N	N	N	18-41 years old	6215
4 to 6 weeks	N	N	N	N	N	N	N	4 to 6 weeks	6216
60-80 years	N	N	N	N	N	N	N	60-80 years	6217
4 to 6 weeks	N	N	N	N	N	N	N	4 to 6 weeks	6218
6 to 7 weeks	N	N	N	N	N	N	N	6 to 7 weeks	6219
15 months	N	N	N	N	N	N	N	15 months	6220
66 weeks	N	N	N	N	N	N	N	66 weeks	6221
10–14-week old	Y	N	N	N	N	N	N	10-14-week old	6222
25 years mean age	N	N	N	N	N	N	N	25 years mean age	6223
mean age = 65.6 years	N	N	N	N	N	N	N	mean age = 65.6 years	6224
3 weeks	N	N	N	N	N	N	N	3 weeks	6225
3 weeks	N	N	N	N	N	N	N	3 weeks	6226
3 weeks	N	N	N	N	N	N	N	3 weeks	6227
5 weeks	N	N	N	N	N	N	N	5 weeks	6228
22-42 years	N	N	N	N	N	N	N	22-42 years	6229
< 3 years	N	N	N	N	N	N	N	< 3 years	6230
5 years	N	N	N	N	N	N	N	5 years	6231
11-77 years	N	N	N	N	N	N	N	11-77 years	6232
35-75 years old	N	N	N	N	N	N	N	35-75 years old	6233
Mean age: 32.56 years	N	N	N	N	N	N	Y	mean age: 32.56 years	6234
Mean age: 34 years	N	N	N	N	N	N	Y	mean age: 34 years	6235
4 to 6 week old	N	N	N	N	N	N	N	4 to 6 week old	6236
28-74 years	N	N	N	N	N	N	N	28-74 years	6237
1.1–69 years	Y	N	N	N	N	N	N	1.1-69 years	6238
0.9-78 years	N	N	N	N	N	N	N	0.9-78 years	6239
4 weeks old	N	N	N	N	N	N	N	4 weeks old	6240
4 weeks old	N	N	N	N	N	N	N	4 weeks old	6241
Young adult	N	N	N	N	N	N	Y	young adult	6242
3 months	N	N	N	N	N	N	N	3 months	6243
4 weeks old	N	N	N	N	N	N	N	4 weeks old	6244
4 weeks old	N	N	N	N	N	N	N	4 weeks old	6245
30-58 years	N	N	N	N	N	N	N	30-58 years	6246
23-64 years	N	N	N	N	N	N	N	23-64 years	6247
8 weeks	N	N	N	N	N	N	N	8 weeks	6248
12-14 weeks	N	N	N	N	N	N	N	12-14 weeks	6249
7-8 weeks old	N	N	N	N	N	N	N	7-8 weeks old	6250
12-74 years	N	N	N	N	N	N	N	12-74 years	6251
15 months	N	N	N	N	N	N	N	15 months	6252
36-63 years	N	N	N	N	N	N	N	36-63 years	6253
49-72 years	N	N	N	N	N	N	N	49-72 years	6254
NULL	N	N	N	N	N	N	Y	null	6255
8-46 years	N	N	N	N	N	N	N	8-46 years	6256
12-15 months	N	N	N	N	N	N	N	12-15 months	6257
20-84 years	N	N	N	N	N	N	N	20-84 years	6258
39.0 +/- 13.8 years	N	N	N	N	N	N	N	39.0 +/- 13.8 years	6259
60 days	N	N	N	N	N	N	N	60 days	6260
27 to 60 years	N	N	N	N	N	N	N	27 to 60 years	6261
NULL	N	N	N	N	N	N	Y	null	6262
27 to 77 years	N	N	N	N	N	N	N	27 to 77 years	6263
33 to 84 years	N	N	N	N	N	N	N	33 to 84 years	6264
13-34 years	N	N	N	N	N	N	N	13-34 years	6265
6 to 38 years	N	N	N	N	N	N	N	6 to 38 years	6266
35 to 56 years	N	N	N	N	N	N	N	35 to 56 years	6267
2 weeks	N	N	N	N	N	N	N	2 weeks	6268
44.1 +/- 13.2 years	N	N	N	N	N	N	N	44.1 +/- 13.2 years	6269
41.5 +/- 9.8 years	N	N	N	N	N	N	N	41.5 +/- 9.8 years	6270
31.7+/-4.5	N	N	N	N	N	N	N	31.7+/-4.5	6271
7.5 to 16.5 years	N	N	N	N	N	N	N	7.5 to 16.5 years	6272
37.0 +/- 12.6 years	N	N	N	N	N	N	N	37.0 +/- 12.6 years	6273
31.6+/-5.4	N	N	N	N	N	N	N	31.6+/-5.4	6274
22-85 years	N	N	N	N	N	N	N	22-85 years	6275
3 months	N	N	N	N	N	N	N	3 months	6276
4-6 weeks old	N	N	N	N	N	N	N	4-6 weeks old	6277
6 weeks old	N	N	N	N	N	N	N	6 weeks old	6278
37-57 years	N	N	N	N	N	N	N	37-57 years	6279
5 to 38 years	N	N	N	N	N	N	N	5 to 38 years	6280
2 to 15 years	N	N	N	N	N	N	N	2 to 15 years	6281
8 +/- 3 years	N	N	N	N	N	N	N	8 +/- 3 years	6282
5 week old	N	N	N	N	N	N	N	5 week old	6283
60 to 77 years	N	N	N	N	N	N	N	60 to 77 years	6284
27 to 37 years	N	N	N	N	N	N	N	27 to 37 years	6285
28 to 39 years	N	N	N	N	N	N	N	28 to 39 years	6286
8 to 10 weeks	N	N	N	N	N	N	N	8 to 10 weeks	6287
38+/- 11 years	N	N	N	N	N	N	N	38+/- 11 years	6288
3 years	N	N	N	N	N	N	N	3 years	6289
2 to 73 years	N	N	N	N	N	N	N	2 to 73 years	6290
median age 21 years	N	N	N	N	N	N	N	median age 21 years	6291
43-70 years	N	N	N	N	N	N	N	43-70 years	6292
36 to 47 years	N	N	N	N	N	N	N	36 to 47 years	6293
34-48 years	N	N	N	N	N	N	N	34-48 years	6294
70 +/- 9 years	N	N	N	N	N	N	N	70 +/- 9 years	6295
8 weeks	N	N	N	N	N	N	N	8 weeks	6296
64 to 76 years	N	N	N	N	N	N	N	64 to 76 years	6297
6 - 8 weeks	N	N	N	N	N	N	N	6 - 8 weeks	6298
3-48 years old	N	N	N	N	N	N	N	3-48 years old	6299
1 year 8 months to 68 years	N	N	N	N	N	N	N	1 year 8 months to 68 years	6300
31 to 49 years	N	N	N	N	N	N	N	31 to 49 years	6301
15 to 67 years	N	N	N	N	N	N	N	15 to 67 years	6302
21 to 84 years	N	N	N	N	N	N	N	21 to 84 years	6303
16 to 84 years	N	N	N	N	N	N	N	16 to 84 years	6304
mean age = 40.3 years	N	N	N	N	N	N	N	mean age = 40.3 years	6305
10 to 801 days	N	N	N	N	N	N	N	10 to 801 days	6306
Four-week-old	N	N	N	N	N	N	Y	four-week-old	6307
8-week-old	N	N	N	N	N	N	N	8-week-old	6308
NULL	N	N	N	N	N	N	Y	null	6309
8 to 9 weeks	N	N	N	N	N	N	N	8 to 9 weeks	6310
NULL	N	N	N	N	N	N	Y	null	6311
3-70 years old	N	N	N	N	N	N	N	3-70 years old	6312
3 to 56 years	N	N	N	N	N	N	N	3 to 56 years	6313
2 to 47 years	N	N	N	N	N	N	N	2 to 47 years	6314
3 years	N	N	N	N	N	N	N	3 years	6315
Adult	N	N	N	N	N	N	Y	adult	6316
8-9 weeks	N	N	N	N	N	N	N	8-9 weeks	6317
48 months	N	N	N	N	N	N	N	48 months	6318
mean age = 63 years	N	N	N	N	N	N	N	mean age = 63 years	6319
mean age = 57 years	N	N	N	N	N	N	N	mean age = 57 years	6320
9 to 53 years	N	N	N	N	N	N	N	9 to 53 years	6321
5-13 weeks	N	N	N	N	N	N	N	5-13 weeks	6322
4 weeks	N	N	N	N	N	N	N	4 weeks	6323
mean 53.8 years	N	N	N	N	N	N	N	mean 53.8 years	6324
24 weeks	N	N	N	N	N	N	N	24 weeks	6325
6 - 8 weeks	N	N	N	N	N	N	N	6 - 8 weeks	6326
25 to 45 years	N	N	N	N	N	N	N	25 to 45 years	6327
0.7 to 20.9 years (median = 11.0)	N	N	N	N	N	N	N	0.7 to 20.9 years (median = 11.0)	6328
2 to 67 years	N	N	N	N	N	N	N	2 to 67 years	6329
2 to 53 years	N	N	N	N	N	N	N	2 to 53 years	6330
4-6 weeks	N	N	N	N	N	N	N	4-6 weeks	6331
36.2 +/- 8.9 years	N	N	N	N	N	N	N	36.2 +/- 8.9 years	6332
7 to 8 weeks	N	N	N	N	N	N	N	7 to 8 weeks	6333
6 to 12 months	N	N	N	N	N	N	N	6 to 12 months	6334
20-24 weeks	N	N	N	N	N	N	N	20-24 weeks	6335
3 years	N	N	N	N	N	N	N	3 years	6336
1-2 years	N	N	N	N	N	N	N	1-2 years	6337
4-6 weeks	N	N	N	N	N	N	N	4-6 weeks	6338
13 weeks	N	N	N	N	N	N	N	13 weeks	6339
0.5 - 3 years	N	N	N	N	N	N	N	0.5 - 3 years	6340
2-65 years	N	N	N	N	N	N	N	2-65 years	6341
3 weeks	N	N	N	N	N	N	N	3 weeks	6342
26 weeks	N	N	N	N	N	N	N	26 weeks	6343
59 to 80 years	N	N	N	N	N	N	N	59 to 80 years	6344
9 to 12 weeks	N	N	N	N	N	N	N	9 to 12 weeks	6345
10-64 years	N	N	N	N	N	N	N	10-64 years	6346
6 weeks	N	N	N	N	N	N	N	6 weeks	6347
24 to 59 years	N	N	N	N	N	N	N	24 to 59 years	6348
10 weeks	N	N	N	N	N	N	N	10 weeks	6349
27 to 55 years	N	N	N	N	N	N	N	27 to 55 years	6350
19 to 64 years	N	N	N	N	N	N	N	19 to 64 years	6351
9 to 10 weeks	N	N	N	N	N	N	N	9 to 10 weeks	6352
3-4 weeks	N	N	N	N	N	N	N	3-4 weeks	6353
10 weeks	N	N	N	N	N	N	N	10 weeks	6354
NULL	N	N	N	N	N	N	Y	null	6355
NULL	N	N	N	N	N	N	Y	null	6356
58.4 +/- 14.3 years	N	N	N	N	N	N	N	58.4 +/- 14.3 years	6357
NULL	N	N	N	N	N	N	Y	null	6358
<42-79 years	N	N	N	N	N	N	N	<42-79 years	6359
24-61 years	N	N	N	N	N	N	N	24-61 years	6360
2 to 4 weeks	N	N	N	N	N	N	N	2 to 4 weeks	6361
1 month - 13 years	N	N	N	N	N	N	N	1 month - 13 years	6362
18-74 years	N	N	N	N	N	N	N	18-74 years	6363
26-96 years	N	N	N	N	N	N	N	26-96 years	6364
9-12 weeks	N	N	N	N	N	N	N	9-12 weeks	6365
2-3 months	N	N	N	N	N	N	N	2-3 months	6366
6 months	N	N	N	N	N	N	N	6 months	6367
15 months	N	N	N	N	N	N	N	15 months	6368
38-55  years	N	N	N	N	Y	N	N	38-55 years	6369
8 to 10 years	N	N	N	N	N	N	N	8 to 10 years	6370
54-64 years	N	N	N	N	N	N	N	54-64 years	6371
60 years	N	N	N	N	N	N	N	60 years	6372
1 year	N	N	N	N	N	N	N	1 year	6373
6 or 12 months	N	N	N	N	N	N	N	6 or 12 months	6374
7 weeks	N	N	N	N	N	N	N	7 weeks	6375
55-79 years	N	N	N	N	N	N	N	55-79 years	6376
7 to 78 years	N	N	N	N	N	N	N	7 to 78 years	6377
5 to 80 years	N	N	N	N	N	N	N	5 to 80 years	6378
4 months	N	N	N	N	N	N	N	4 months	6379
3 to 5 years	N	N	N	N	N	N	N	3 to 5 years	6380
51-74 years	N	N	N	N	N	N	N	51-74 years	6381
27 weeks	N	N	N	N	N	N	N	27 weeks	6382
42.18+/-13.23	N	N	N	N	N	N	N	42.18+/-13.23	6383
44.94+/-15.65	N	N	N	N	N	N	N	44.94+/-15.65	6384
20 weeks	N	N	N	N	N	N	N	20 weeks	6385
> 2 months	N	N	N	N	N	N	N	> 2 months	6386
4 years	N	N	N	N	N	N	N	4 years	6387
1 to 5 years	N	N	N	N	N	N	N	1 to 5 years	6388
8 weeks	N	N	N	N	N	N	N	8 weeks	6389
5 to 7 weeks	N	N	N	N	N	N	N	5 to 7 weeks	6390
10 to 73 years	N	N	N	N	N	N	N	10 to 73 years	6391
34-71 years	N	N	N	N	N	N	N	34-71 years	6392
5-12 months	N	N	N	N	N	N	N	5-12 months	6393
34-68 years	N	N	N	N	N	N	N	34-68 years	6394
NULL	N	N	N	N	N	N	Y	null	6395
8 to 12 weeks	N	N	N	N	N	N	N	8 to 12 weeks	6396
NULL	N	N	N	N	N	N	Y	null	6397
6 to 8 weeks	N	N	N	N	N	N	N	6 to 8 weeks	6398
8.4 to 12.4 years	N	N	N	N	N	N	N	8.4 to 12.4 years	6399
44-74 years	N	N	N	N	N	N	N	44-74 years	6400
28-82	N	N	N	N	N	N	N	28-82	6401
34-82 years	N	N	N	N	N	N	N	34-82 years	6402
3.4-86 years	N	N	N	N	N	N	N	3.4-86 years	6403
5 to 14 years	N	N	N	N	N	N	N	5 to 14 years	6404
18 months	N	N	N	N	N	N	N	18 months	6405
> 12 years old	N	N	N	N	N	N	N	> 12 years old	6406
2 to 16 years	N	N	N	N	N	N	N	2 to 16 years	6407
1 day to 103 years	N	N	N	N	N	N	N	1 day to 103 years	6408
6-8 weeks	N	N	N	N	N	N	N	6-8 weeks	6409
4 months	N	N	N	N	N	N	N	4 months	6410
38-54 weeks	N	N	N	N	N	N	N	38-54 weeks	6411
4-43 years	N	N	N	N	N	N	N	4-43 years	6412
2 years	N	N	N	N	N	N	N	2 years	6413
23.2 +/- 5.7 years	N	N	N	N	N	N	N	23.2 +/- 5.7 years	6414
1 year	N	N	N	N	N	N	N	1 year	6415
8 to 10 months	N	N	N	N	N	N	N	8 to 10 months	6416
13-22 years	N	N	N	N	N	N	N	13-22 years	6417
60.9 +/- 11 years	N	N	N	N	N	N	N	60.9 +/- 11 years	6418
59.4 +/- 5.4 years	N	N	N	N	N	N	N	59.4 +/- 5.4 years	6419
0-96 years	N	N	N	N	N	N	N	0-96 years	6420
38-79 years	N	N	N	N	N	N	N	38-79 years	6421
6-7 weks	N	N	N	N	N	N	N	6-7 weks	6422
22 weeks	N	N	N	N	N	N	N	22 weeks	6423
10-77 years	N	N	N	N	N	N	N	10-77 years	6424
4.5-12.1 years	N	N	N	N	N	N	N	4.5-12.1 years	6425
12-30	N	N	N	N	N	N	N	12-30	6426
43 t0 53 months	N	N	N	N	N	N	N	43 t0 53 months	6427
98 to 140 days	N	N	N	N	N	N	N	98 to 140 days	6428
28 to 54 years	N	N	N	N	N	N	N	28 to 54 years	6429
8-10 weeks	N	N	N	N	N	N	N	8-10 weeks	6430
8 weeks	N	N	N	N	N	N	N	8 weeks	6431
35-84 years	N	N	N	N	N	N	N	35-84 years	6432
35-85 years	N	N	N	N	N	N	N	35-85 years	6433
2 to 6 years	N	N	N	N	N	N	N	2 to 6 years	6434
18-33 years	N	N	N	N	N	N	N	18-33 years	6435
19 to 85 years	N	N	N	N	N	N	N	19 to 85 years	6436
2 months	N	N	N	N	N	N	N	2 months	6437
1 to 5 years or > 15 years	N	N	N	N	N	N	N	1 to 5 years or > 15 years	6438
adult	N	N	N	N	N	N	N	adult	6439
NULL	N	N	N	N	N	N	Y	null	6440
mean age = 4.4 years	N	N	N	N	N	N	N	mean age = 4.4 years	6441
NULL	N	N	N	N	N	N	Y	null	6442
mean age 3-4 years	N	N	N	N	N	N	N	mean age 3-4 years	6443
4 to 80 years	N	N	N	N	N	N	N	4 to 80 years	6444
4 weeks	N	N	N	N	N	N	N	4 weeks	6445
median age 63 years	N	N	N	N	N	N	N	median age 63 years	6446
adult	N	N	N	N	N	N	N	adult	6447
31-66 years	N	N	N	N	N	N	N	31-66 years	6448
22-63 years	N	N	N	N	N	N	N	22-63 years	6449
27-105 years	N	N	N	N	N	N	N	27-105 years	6450
9.42 +/- 3.84 years	N	N	N	N	N	N	N	9.42 +/- 3.84 years	6451
6.94 +/- 3.58 years	N	N	N	N	N	N	N	6.94 +/- 3.58 years	6452
9 weeks	N	N	N	N	N	N	N	9 weeks	6453
15 to 92 years	N	N	N	N	N	N	N	15 to 92 years	6454
11 +/- 7 years	N	N	N	N	N	N	N	11 +/- 7 years	6455
12.9 +/- 7.7 years	N	N	N	N	N	N	N	12.9 +/- 7.7 years	6456
12.8 +/- 8 years	N	N	N	N	N	N	N	12.8 +/- 8 years	6457
13.6 +/- 6.8 years	N	N	N	N	N	N	N	13.6 +/- 6.8 years	6458
22.7 +/- 14 years	N	N	N	N	N	N	N	22.7 +/- 14 years	6459
14.1 +/- 12 years	N	N	N	N	N	N	N	14.1 +/- 12 years	6460
9.6 +/- 3.1 years	N	N	N	N	N	N	N	9.6 +/- 3.1 years	6461
14.3 +/- 5.7 years	N	N	N	N	N	N	N	14.3 +/- 5.7 years	6462
23.8 +/- 2.3 years	N	N	N	N	N	N	N	23.8 +/- 2.3 years	6463
4-9 years	N	N	N	N	N	N	N	4-9 years	6464
34-75 years	N	N	N	N	N	N	N	34-75 years	6465
12 to 54 years	N	N	N	N	N	N	N	12 to 54 years	6466
1 to 66 years	N	N	N	N	N	N	N	1 to 66 years	6467
4 to 54 years	N	N	N	N	N	N	N	4 to 54 years	6468
4 to 28 years	N	N	N	N	N	N	N	4 to 28 years	6469
50.3 years median age	N	N	N	N	N	N	N	50.3 years median age	6470
56.5 years median age	N	N	N	N	N	N	N	56.5 years median age	6471
6-12 weeks	N	N	N	N	N	N	N	6-12 weeks	6472
17-95 years	N	N	N	N	N	N	N	17-95 years	6473
13-81 years	N	N	N	N	N	N	N	13-81 years	6474
9 weeks	N	N	N	N	N	N	N	9 weeks	6475
55.9 +/- 19.2 years	N	N	N	N	N	N	N	55.9 +/- 19.2 years	6476
8-10 weeks	N	N	N	N	N	N	N	8-10 weeks	6477
piglet	N	N	N	N	N	N	N	piglet	6478
1-60 years	N	N	N	N	N	N	N	1-60 years	6479
3 months	N	N	N	N	N	N	N	3 months	6480
37.9 +/- 6.5 years	N	N	N	N	N	N	N	37.9 +/- 6.5 years	6481
37.6 +/- 11.0 years	N	N	N	N	N	N	N	37.6 +/- 11.0 years	6482
3-41 years	N	N	N	N	N	N	N	3-41 years	6483
6 to 8 weeks	N	N	N	N	N	N	N	6 to 8 weeks	6484
6 to 8 weeks	N	N	N	N	N	N	N	6 to 8 weeks	6485
6 to 8 weeks	N	N	N	N	N	N	N	6 to 8 weeks	6486
6-8 weeks	N	N	N	N	N	N	N	6-8 weeks	6487
12-73 years	N	N	N	N	N	N	N	12-73 years	6488
23-59 years	N	N	N	N	N	N	N	23-59 years	6489
3 to 4 months	N	N	N	N	N	N	N	3 to 4 months	6490
2 to 3 weeks	N	N	N	N	N	N	N	2 to 3 weeks	6491
1-10 years old	N	N	N	N	N	N	N	1-10 years old	6492
23.9 to 53.9 years	N	N	N	N	N	N	N	23.9 to 53.9 years	6493
40.7 to 73.3 years	N	N	N	N	N	N	N	40.7 to 73.3 years	6494
3 to 4 months	N	N	N	N	N	N	N	3 to 4 months	6495
20-85	N	N	N	N	N	N	N	20-85	6496
6 weeks and 18 months	N	N	N	N	N	N	N	6 weeks and 18 months	6497
6 -12 weeks	N	N	N	N	N	N	N	6 -12 weeks	6498
7- 32 years	N	N	N	N	N	N	N	7- 32 years	6499
8 to 10 weeks	N	N	N	N	N	N	N	8 to 10 weeks	6500
53.7 +/- 11.2	N	N	N	N	N	N	N	53.7 +/- 11.2	6501
58.8 +/- 8.7	N	N	N	N	N	N	N	58.8 +/- 8.7	6502
15-50 years	N	N	N	N	N	N	N	15-50 years	6503
1-24 years	N	N	N	N	N	N	N	1-24 years	6504
2.2-47.9 years	N	N	N	N	N	N	N	2.2-47.9 years	6505
48-93 years	N	N	N	N	N	N	N	48-93 years	6506
adult	N	N	N	N	N	N	N	adult	6507
7 weeks	N	N	N	N	N	N	N	7 weeks	6508
4 to 9 years	N	N	N	N	N	N	N	4 to 9 years	6509
mean age = 9.3 years	N	N	N	N	N	N	N	mean age = 9.3 years	6510
17 to 56 years	N	N	N	N	N	N	N	17 to 56 years	6511
NULL	N	N	N	N	N	N	Y	null	6512
10 years	N	N	N	N	N	N	N	10 years	6513
55.7 +/- 5.7	N	N	N	N	N	N	N	55.7 +/- 5.7	6514
49.5 +/- 7.5	N	N	N	N	N	N	N	49.5 +/- 7.5	6515
NULL	N	N	N	N	N	N	Y	null	6516
mean age = 38 years	N	N	N	N	N	N	N	mean age = 38 years	6517
45 days	N	N	N	N	N	N	N	45 days	6518
